C_Class	C_Name	P_Class	P_Name	File
2	Black_Mesa	3	Sosi	CD_Black_Mesa_268.jpg
2	Black_Mesa	2	Black_Mesa	CD_Black_Mesa_286.jpg
2	Black_Mesa	2	Black_Mesa	CD_Black_Mesa_296.jpg
2	Black_Mesa	2	Black_Mesa	CD_Black_Mesa_313.jpg
2	Black_Mesa	2	Black_Mesa	CD_Black_Mesa_315.jpg
2	Black_Mesa	2	Black_Mesa	CD_Sosi_124.jpg
2	Black_Mesa	3	Sosi	CD_Sosi_297.jpg
2	Black_Mesa	3	Sosi	CD_Sosi_88.jpg
2	Black_Mesa	2	Black_Mesa	CD_Tusayan_39.jpg
2	Black_Mesa	6	Tusayan	CD_Wepo_021.jpg
2	Black_Mesa	2	Black_Mesa	PP_Tusayan_003.jpg
3	Sosi	3	Sosi	23342_12.jpg
3	Sosi	3	Sosi	23342_37.jpg
3	Sosi	3	Sosi	23342_41.jpg
3	Sosi	3	Sosi	23342_48.jpg
3	Sosi	3	Sosi	23342_50.jpg
3	Sosi	3	Sosi	23342_67.jpg
3	Sosi	3	Sosi	23343_17.jpg
3	Sosi	3	Sosi	23343_31.jpg
3	Sosi	3	Sosi	23343_37.jpg
3	Sosi	3	Sosi	23344_14.jpg
3	Sosi	2	Black_Mesa	23344_57.jpg
3	Sosi	3	Sosi	23345_31.jpg
3	Sosi	3	Sosi	23345_53.jpg
3	Sosi	2	Black_Mesa	23346_20.jpg
3	Sosi	2	Black_Mesa	23346_22.jpg
3	Sosi	3	Sosi	23346_46.jpg
3	Sosi	3	Sosi	23347_10.jpg
3	Sosi	3	Sosi	23348_07.jpg
3	Sosi	3	Sosi	23352_11.jpg
3	Sosi	3	Sosi	23352_17.jpg
3	Sosi	3	Sosi	23352_19.jpg
3	Sosi	2	Black_Mesa	23352_23.jpg
3	Sosi	3	Sosi	23356_38.jpg
3	Sosi	5	Flagstaff	23356_66.jpg
3	Sosi	3	Sosi	23356_69.jpg
3	Sosi	3	Sosi	23358_23.jpg
3	Sosi	2	Black_Mesa	23358_24.jpg
3	Sosi	3	Sosi	23361_13.jpg
3	Sosi	3	Sosi	23363_13.jpg
3	Sosi	3	Sosi	23369_01.jpg
3	Sosi	2	Black_Mesa	23370_09.jpg
3	Sosi	3	Sosi	23370_10.jpg
3	Sosi	3	Sosi	23370_19.jpg
3	Sosi	3	Sosi	23370_34.jpg
3	Sosi	3	Sosi	23668_22.jpg
3	Sosi	3	Sosi	23668_24.jpg
3	Sosi	3	Sosi	23668_25.jpg
3	Sosi	3	Sosi	23668_31.jpg
3	Sosi	3	Sosi	CD_Black_Mesa_084.jpg
3	Sosi	3	Sosi	CD_Black_Mesa_129.jpg
3	Sosi	2	Black_Mesa	CD_Black_Mesa_140.jpg
3	Sosi	5	Flagstaff	CD_Flagstaff_113.jpg
3	Sosi	5	Flagstaff	CD_Flagstaff_12.jpg
3	Sosi	3	Sosi	CD_Flagstaff_125.jpg
3	Sosi	3	Sosi	CD_Flagstaff_126.jpg
3	Sosi	5	Flagstaff	CD_Flagstaff_134.jpg
3	Sosi	3	Sosi	CD_Flagstaff_144.jpg
3	Sosi	3	Sosi	CD_Flagstaff_15.jpg
3	Sosi	5	Flagstaff	CD_Flagstaff_63.jpg
3	Sosi	3	Sosi	CD_Kayenta_70.jpg
3	Sosi	3	Sosi	CD_Sosi_100.jpg
3	Sosi	3	Sosi	CD_Sosi_101.jpg
3	Sosi	3	Sosi	CD_Sosi_104.jpg
3	Sosi	3	Sosi	CD_Sosi_116.jpg
3	Sosi	3	Sosi	CD_Sosi_166.jpg
3	Sosi	3	Sosi	CD_Sosi_176.jpg
3	Sosi	3	Sosi	CD_Sosi_181.jpg
3	Sosi	3	Sosi	CD_Sosi_200.jpg
3	Sosi	3	Sosi	CD_Sosi_207.jpg
3	Sosi	3	Sosi	CD_Sosi_212.jpg
3	Sosi	3	Sosi	CD_Sosi_216.jpg
3	Sosi	3	Sosi	CD_Sosi_220.jpg
3	Sosi	3	Sosi	CD_Sosi_230.jpg
3	Sosi	3	Sosi	CD_Sosi_231.jpg
3	Sosi	5	Flagstaff	CD_Sosi_243.jpg
3	Sosi	3	Sosi	CD_Sosi_25.jpg
3	Sosi	3	Sosi	CD_Sosi_261.jpg
3	Sosi	3	Sosi	CD_Sosi_272.jpg
3	Sosi	3	Sosi	CD_Sosi_283.jpg
3	Sosi	3	Sosi	CD_Sosi_294.jpg
3	Sosi	3	Sosi	CD_Sosi_317.jpg
3	Sosi	3	Sosi	CD_Sosi_323.jpg
3	Sosi	3	Sosi	CD_Sosi_330.jpg
3	Sosi	3	Sosi	CD_Sosi_34.jpg
3	Sosi	3	Sosi	CD_Sosi_348.jpg
3	Sosi	3	Sosi	CD_Sosi_35.jpg
3	Sosi	3	Sosi	CD_Sosi_38.jpg
3	Sosi	3	Sosi	CD_Sosi_47.jpg
3	Sosi	3	Sosi	CD_Sosi_49.jpg
3	Sosi	3	Sosi	CD_Sosi_70.jpg
3	Sosi	3	Sosi	CD_Sosi_81.jpg
3	Sosi	3	Sosi	CD_Sosi_96.jpg
3	Sosi	3	Sosi	Flagstaffbw_22.jpg
3	Sosi	3	Sosi	PP_Flagstaff_127.jpg
3	Sosi	3	Sosi	PP_Flagstaff_165.jpg
3	Sosi	5	Flagstaff	PP_Flagstaff_180.jpg
3	Sosi	3	Sosi	Sosi_11.jpg
3	Sosi	3	Sosi	Sosi_15.jpg
3	Sosi	3	Sosi	Sosi_17.jpg
3	Sosi	3	Sosi	Sosi_20.jpg
3	Sosi	3	Sosi	Sosi_4.jpg
3	Sosi	3	Sosi	Sosi_5.jpg
4	Dogoszhi	4	Dogoszhi	23342_06.jpg
4	Dogoszhi	4	Dogoszhi	23342_22.jpg
4	Dogoszhi	4	Dogoszhi	23342_27.jpg
4	Dogoszhi	3	Sosi	23342_33.jpg
4	Dogoszhi	4	Dogoszhi	23343_02.jpg
4	Dogoszhi	4	Dogoszhi	23343_04.jpg
4	Dogoszhi	4	Dogoszhi	23344_12.jpg
4	Dogoszhi	0	Kanaa	23344_19.jpg
4	Dogoszhi	4	Dogoszhi	23344_44.jpg
4	Dogoszhi	4	Dogoszhi	23344_47.jpg
4	Dogoszhi	4	Dogoszhi	23344_52.jpg
4	Dogoszhi	4	Dogoszhi	23344_54.jpg
4	Dogoszhi	4	Dogoszhi	23344_61.jpg
4	Dogoszhi	4	Dogoszhi	23345_21.jpg
4	Dogoszhi	4	Dogoszhi	23345_34.jpg
4	Dogoszhi	1	Wepo	23345_39.jpg
4	Dogoszhi	4	Dogoszhi	23345_41.jpg
4	Dogoszhi	4	Dogoszhi	23345_49.jpg
4	Dogoszhi	3	Sosi	23346_49.jpg
4	Dogoszhi	4	Dogoszhi	23351_02.jpg
4	Dogoszhi	4	Dogoszhi	23351_09.jpg
4	Dogoszhi	4	Dogoszhi	23356_44.jpg
4	Dogoszhi	4	Dogoszhi	23356_45.jpg
4	Dogoszhi	4	Dogoszhi	23356_49.jpg
4	Dogoszhi	4	Dogoszhi	23358_17.jpg
4	Dogoszhi	3	Sosi	23358_19.jpg
4	Dogoszhi	4	Dogoszhi	23361_02.jpg
4	Dogoszhi	4	Dogoszhi	23361_14.jpg
4	Dogoszhi	4	Dogoszhi	23363_06.jpg
4	Dogoszhi	4	Dogoszhi	23369_16.jpg
4	Dogoszhi	4	Dogoszhi	23369_19.jpg
4	Dogoszhi	4	Dogoszhi	23369_20.jpg
4	Dogoszhi	4	Dogoszhi	23369_22.jpg
4	Dogoszhi	0	Kanaa	23369_26.jpg
4	Dogoszhi	4	Dogoszhi	23369_29.jpg
4	Dogoszhi	4	Dogoszhi	23369_30.jpg
4	Dogoszhi	4	Dogoszhi	23369_35.jpg
4	Dogoszhi	4	Dogoszhi	23369_36.jpg
4	Dogoszhi	3	Sosi	23369_38.jpg
4	Dogoszhi	4	Dogoszhi	23370_14.jpg
4	Dogoszhi	4	Dogoszhi	23370_21.jpg
4	Dogoszhi	4	Dogoszhi	23370_38.jpg
4	Dogoszhi	4	Dogoszhi	23370_40.jpg
4	Dogoszhi	6	Tusayan	23370_44.jpg
4	Dogoszhi	4	Dogoszhi	23370_46.jpg
4	Dogoszhi	4	Dogoszhi	23668_02.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_01.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_03.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_04.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_103.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_108.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_114.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_121.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_124.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_20.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_21.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_32.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_46.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_48.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_50.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_52.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_55.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_66.jpg
4	Dogoszhi	2	Black_Mesa	CD_Dogoszhi_68.jpg
4	Dogoszhi	5	Flagstaff	CD_Dogoszhi_72.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_79.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_80.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_83.jpg
4	Dogoszhi	4	Dogoszhi	CD_Dogoszhi_92.jpg
4	Dogoszhi	4	Dogoszhi	Dogoszhibw_20.jpg
4	Dogoszhi	4	Dogoszhi	Dogoszhibw_7.jpg
5	Flagstaff	5	Flagstaff	23358_16.jpg
5	Flagstaff	5	Flagstaff	23363_02.jpg
5	Flagstaff	5	Flagstaff	CD_Flagstaff_106.jpg
5	Flagstaff	1	Wepo	CD_Flagstaff_110.jpg
5	Flagstaff	5	Flagstaff	CD_Flagstaff_114.jpg
5	Flagstaff	5	Flagstaff	CD_Flagstaff_124.jpg
5	Flagstaff	5	Flagstaff	CD_Flagstaff_165.jpg
5	Flagstaff	5	Flagstaff	CD_Flagstaff_169.jpg
5	Flagstaff	5	Flagstaff	CD_Flagstaff_174.jpg
5	Flagstaff	5	Flagstaff	CD_Flagstaff_176.jpg
5	Flagstaff	5	Flagstaff	CD_Flagstaff_184.jpg
5	Flagstaff	6	Tusayan	CD_Flagstaff_194.jpg
5	Flagstaff	5	Flagstaff	CD_Flagstaff_43.jpg
5	Flagstaff	5	Flagstaff	CD_Flagstaff_92.jpg
5	Flagstaff	5	Flagstaff	CD_Kanaa_061.jpg
5	Flagstaff	5	Flagstaff	CD_Tusayan_168.jpg
5	Flagstaff	3	Sosi	CD_Tusayan_91.jpg
5	Flagstaff	5	Flagstaff	CD_Tusayan_99.jpg
5	Flagstaff	5	Flagstaff	Flagstaffbw_11.jpg
5	Flagstaff	4	Dogoszhi	Flagstaffbw_17.jpg
5	Flagstaff	5	Flagstaff	Flagstaffbw_7.jpg
5	Flagstaff	5	Flagstaff	PP_Flagstaff_04.jpg
5	Flagstaff	5	Flagstaff	PP_Flagstaff_05.jpg
5	Flagstaff	5	Flagstaff	PP_Flagstaff_10.jpg
5	Flagstaff	5	Flagstaff	PP_Flagstaff_103.jpg
5	Flagstaff	5	Flagstaff	PP_Flagstaff_117.jpg
5	Flagstaff	5	Flagstaff	PP_Flagstaff_123.jpg
5	Flagstaff	5	Flagstaff	PP_Flagstaff_13.jpg
5	Flagstaff	5	Flagstaff	PP_Flagstaff_140.jpg
5	Flagstaff	5	Flagstaff	PP_Flagstaff_142.jpg
5	Flagstaff	5	Flagstaff	PP_Flagstaff_153.jpg
5	Flagstaff	5	Flagstaff	PP_Flagstaff_157.jpg
5	Flagstaff	5	Flagstaff	PP_Flagstaff_172.jpg
5	Flagstaff	5	Flagstaff	PP_Flagstaff_173.jpg
5	Flagstaff	5	Flagstaff	PP_Flagstaff_177.jpg
5	Flagstaff	5	Flagstaff	PP_Flagstaff_194.jpg
5	Flagstaff	5	Flagstaff	PP_Flagstaff_197.jpg
5	Flagstaff	5	Flagstaff	PP_Flagstaff_201.jpg
5	Flagstaff	5	Flagstaff	PP_Flagstaff_23.jpg
5	Flagstaff	4	Dogoszhi	PP_Flagstaff_48.jpg
5	Flagstaff	6	Tusayan	PP_Flagstaff_60.jpg
5	Flagstaff	6	Tusayan	PP_Flagstaff_70.jpg
5	Flagstaff	5	Flagstaff	PP_Flagstaff_74.jpg
5	Flagstaff	6	Tusayan	PP_Tusayan_037.jpg
5	Flagstaff	5	Flagstaff	PP_Tusayan_088.jpg
5	Flagstaff	6	Tusayan	PP_Tusayan_100.jpg
5	Flagstaff	3	Sosi	PP_Tusayan_104.jpg
5	Flagstaff	6	Tusayan	PP_Tusayan_125.jpg
6	Tusayan	6	Tusayan	CD_Flagstaff_129.jpg
6	Tusayan	6	Tusayan	CD_Flagstaff_143.jpg
6	Tusayan	6	Tusayan	CD_Flagstaff_17.jpg
6	Tusayan	6	Tusayan	CD_Flagstaff_59.jpg
6	Tusayan	6	Tusayan	CD_Kayenta_08.jpg
6	Tusayan	6	Tusayan	CD_Kayenta_09.jpg
6	Tusayan	6	Tusayan	CD_Kayenta_18.jpg
6	Tusayan	6	Tusayan	CD_Kayenta_24.jpg
6	Tusayan	6	Tusayan	CD_Kayenta_31.jpg
6	Tusayan	2	Black_Mesa	CD_Kayenta_46.jpg
6	Tusayan	6	Tusayan	CD_Kayenta_71.jpg
6	Tusayan	7	Kayenta	CD_Kayenta_73.jpg
6	Tusayan	6	Tusayan	CD_Tusayan_01.jpg
6	Tusayan	6	Tusayan	CD_Tusayan_108.jpg
6	Tusayan	6	Tusayan	CD_Tusayan_110.jpg
6	Tusayan	6	Tusayan	CD_Tusayan_122.jpg
6	Tusayan	6	Tusayan	CD_Tusayan_128.jpg
6	Tusayan	7	Kayenta	CD_Tusayan_205.jpg
6	Tusayan	6	Tusayan	CD_Tusayan_207.jpg
6	Tusayan	6	Tusayan	CD_Tusayan_22.jpg
6	Tusayan	6	Tusayan	CD_Tusayan_222.jpg
6	Tusayan	6	Tusayan	CD_Tusayan_25.jpg
6	Tusayan	6	Tusayan	CD_Tusayan_250.jpg
6	Tusayan	6	Tusayan	CD_Tusayan_28.jpg
6	Tusayan	6	Tusayan	CD_Tusayan_294.jpg
6	Tusayan	6	Tusayan	CD_Tusayan_307.jpg
6	Tusayan	6	Tusayan	CD_Tusayan_366.jpg
6	Tusayan	6	Tusayan	CD_Tusayan_368.jpg
6	Tusayan	2	Black_Mesa	CD_Tusayan_49.jpg
6	Tusayan	6	Tusayan	CD_Tusayan_58.jpg
6	Tusayan	6	Tusayan	CD_Tusayan_71.jpg
6	Tusayan	6	Tusayan	CD_Tusayan_92.jpg
6	Tusayan	7	Kayenta	CD_Tusayan_98.jpg
6	Tusayan	6	Tusayan	Kayenta_02.jpg
6	Tusayan	6	Tusayan	Kayenta_13.jpg
6	Tusayan	6	Tusayan	PP_Flagstaff_084.jpg
6	Tusayan	5	Flagstaff	PP_Tusayan_001.jpg
6	Tusayan	6	Tusayan	PP_Tusayan_006.jpg
6	Tusayan	6	Tusayan	PP_Tusayan_011.jpg
6	Tusayan	6	Tusayan	PP_Tusayan_012.jpg
6	Tusayan	6	Tusayan	PP_Tusayan_049.jpg
6	Tusayan	6	Tusayan	PP_Tusayan_064.jpg
6	Tusayan	6	Tusayan	PP_Tusayan_084.jpg
6	Tusayan	5	Flagstaff	PP_Tusayan_117.jpg
6	Tusayan	6	Tusayan	PP_Tusayan_132.jpg
6	Tusayan	6	Tusayan	PP_Tusayan_142.jpg
6	Tusayan	6	Tusayan	PP_Wupatki_010.jpg
6	Tusayan	6	Tusayan	PP_Wupatki_030.jpg
6	Tusayan	6	Tusayan	PP_Wupatki_081.jpg
6	Tusayan	6	Tusayan	t_b_w_24.jpg
7	Kayenta	7	Kayenta	CD_Kayenta_102.jpg
7	Kayenta	7	Kayenta	CD_Kayenta_108.jpg
7	Kayenta	7	Kayenta	CD_Kayenta_118.jpg
7	Kayenta	7	Kayenta	CD_Kayenta_120.jpg
7	Kayenta	7	Kayenta	CD_Kayenta_129.jpg
7	Kayenta	7	Kayenta	CD_Kayenta_131.jpg
7	Kayenta	7	Kayenta	CD_Kayenta_141.jpg
7	Kayenta	6	Tusayan	CD_Kayenta_60.jpg
7	Kayenta	7	Kayenta	CD_Kayenta_88.jpg
7	Kayenta	7	Kayenta	CD_Tusayan_293.jpg
7	Kayenta	7	Kayenta	CD_Tusayan_68.jpg
7	Kayenta	7	Kayenta	Kayenta_06.jpg
7	Kayenta	7	Kayenta	Kayenta_07.jpg
7	Kayenta	7	Kayenta	Kayenta_08.jpg
7	Kayenta	7	Kayenta	Kayenta_09.jpg
7	Kayenta	7	Kayenta	Kayenta_11.jpg
7	Kayenta	7	Kayenta	Kayenta_14.jpg
7	Kayenta	7	Kayenta	Kayenta_18.jpg
